gender,hair_color,hair_texture,hair_thickness,hairline_shape,asset_id,material_id,asset_match_type,sample_count
male,blonde,wavy,thick,widow_peak,hair_male_wavy_widow_peak,mat_hair_blonde,exact,16
male,brown,curly,fine,rounded,hair_male_curly_rounded,mat_hair_brown,exact,68
male,brown,curly,fine,straight,hair_male_curly_straight,mat_hair_brown,exact,24
male,brown,curly,fine,widow_peak,hair_male_curly_widow_peak,mat_hair_brown,exact,59
male,brown,curly,medium,rounded,hair_male_curly_rounded,mat_hair_brown,exact,176
male,brown,curly,medium,straight,hair_male_curly_straight,mat_hair_brown,exact,56
male,brown,curly,medium,widow_peak,hair_male_curly_widow_peak,mat_hair_brown,exact,136
male,brown,curly,thick,rounded,hair_male_curly_rounded,mat_hair_brown,exact,121
male,brown,curly,thick,straight,hair_male_curly_straight,mat_hair_brown,exact,35
male,brown,curly,thick,widow_peak,hair_male_curly_widow_peak,mat_hair_brown,exact,79
male,brown,straight,fine,rounded,hair_male_straight_rounded,mat_hair_brown,exact,114
male,brown,straight,fine,straight,hair_male_straight_straight,mat_hair_brown,exact,32
male,brown,straight,fine,widow_peak,hair_male_straight_widow_peak,mat_hair_brown,exact,72
male,brown,straight,medium,rounded,hair_male_straight_rounded,mat_hair_brown,exact,276
male,brown,straight,medium,straight,hair_male_straight_straight,mat_hair_brown,exact,81
male,brown,straight,medium,widow_peak,hair_male_straight_widow_peak,mat_hair_brown,exact,189
male,brown,straight,thick,rounded,hair_male_straight_rounded,mat_hair_brown,exact,171
male,brown,straight,thick,straight,hair_male_straight_straight,mat_hair_brown,exact,65
male,brown,straight,thick,widow_peak,hair_male_straight_widow_peak,mat_hair_brown,exact,120
male,brown,wavy,fine,rounded,hair_male_wavy_rounded,mat_hair_brown,exact,171
male,brown,wavy,fine,straight,hair_male_wavy_straight,mat_hair_brown,exact,62
male,brown,wavy,fine,widow_peak,hair_male_wavy_widow_peak,mat_hair_brown,exact,139
male,brown,wavy,medium,rounded,hair_male_wavy_rounded,mat_hair_brown,exact,449
male,brown,wavy,medium,straight,hair_male_wavy_straight,mat_hair_brown,exact,160
male,brown,wavy,medium,widow_peak,hair_male_wavy_widow_peak,mat_hair_brown,exact,312
male,brown,wavy,thick,rounded,hair_male_wavy_rounded,mat_hair_brown,exact,307
male,brown,wavy,thick,straight,hair_male_wavy_straight,mat_hair_brown,exact,94
male,brown,wavy,thick,widow_peak,hair_male_wavy_widow_peak,mat_hair_brown,exact,195
male,red,curly,medium,rounded,hair_male_curly_rounded,mat_hair_red,exact,1
male,red,curly,medium,straight,hair_male_curly_straight,mat_hair_red,exact,1
male,red,curly,medium,widow_peak,hair_male_curly_widow_peak,mat_hair_red,exact,1
male,red,curly,thick,rounded,hair_male_curly_rounded,mat_hair_red,exact,2
male,red,straight,fine,rounded,hair_male_straight_rounded,mat_hair_red,exact,3
male,red,straight,fine,widow_peak,hair_male_straight_widow_peak,mat_hair_red,exact,2
male,red,straight,medium,rounded,hair_male_straight_rounded,mat_hair_red,exact,6
male,red,straight,medium,widow_peak,hair_male_straight_widow_peak,mat_hair_red,exact,1
male,red,straight,thick,rounded,hair_male_straight_rounded,mat_hair_red,exact,2
male,red,straight,thick,widow_peak,hair_male_straight_widow_peak,mat_hair_red,exact,2
male,red,wavy,fine,rounded,hair_male_wavy_rounded,mat_hair_red,exact,3
male,red,wavy,fine,straight,hair_male_wavy_straight,mat_hair_red,exact,1
male,red,wavy,fine,widow_peak,hair_male_wavy_widow_peak,mat_hair_red,exact,1
male,red,wavy,medium,rounded,hair_male_wavy_rounded,mat_hair_red,exact,3
male,red,wavy,medium,straight,hair_male_wavy_straight,mat_hair_red,exact,3
male,red,wavy,medium,widow_peak,hair_male_wavy_widow_peak,mat_hair_red,exact,5
male,red,wavy,thick,rounded,hair_male_wavy_rounded,mat_hair_red,exact,5
male,red,wavy,thick,straight,hair_male_wavy_straight,mat_hair_red,exact,2
male,red,wavy,thick,widow_peak,hair_male_wavy_widow_peak,mat_hair_red,exact,4
